snapshot_date,snapshot_ts,scooter_id,scooter_state,city,country,latitude,longitude,last_ride_time,rides_today,total_rides,total_km,total_ride_minutes,avg_ride_duration_min,avg_ride_distance_km,is_writeoff_candidate
2026-01-29,2026-01-29 23:59:59,533,active,Helsinki,Finland,60.176114,24.904702,2026-01-29 22:49:00,3,118,389.692,1692,14.339,3.302,False
2026-01-30,2026-01-30 23:59:59,533,active,Helsinki,Finland,60.177841,24.91175,2026-01-30 21:42:00,6,124,406.566,1762,14.21,3.279,False
2026-01-31,2026-01-31 23:59:59,533,active,Helsinki,Finland,60.180325,24.906507,2026-01-31 18:11:00,6,130,430.222,1865,14.346,3.309,False
2026-02-01,2026-02-01 23:59:59,533,active,Helsinki,Finland,60.179482,24.908332,,0,130,430.222,1865,14.346,3.309,False
2026-01-01,2026-01-01 23:59:59,534,active,Helsinki,Finland,60.189494,24.931976,2026-01-01 21:46:00,7,7,19.786,83,11.857,2.827,False
2026-01-02,2026-01-02 23:59:59,534,active,Helsinki,Finland,60.185566,24.928762,2026-01-02 21:46:00,3,10,27.199,118,11.8,2.72,False
2026-01-03,2026-01-03 23:59:59,534,active,Helsinki,Finland,60.186379,24.93178,2026-01-03 17:58:00,7,17,53.05,231,13.588,3.121,False
2026-01-04,2026-01-04 23:59:59,534,active,Helsinki,Finland,60.192113,24.931843,2026-01-04 21:56:00,5,22,69.07,299,13.591,3.14,False
2026-01-05,2026-01-05 23:59:59,534,active,Helsinki,Finland,60.19276,24.930164,2026-01-05 17:01:00,3,25,78.535,341,13.64,3.141,False
2026-01-06,2026-01-06 23:59:59,534,active,Helsinki,Finland,60.187055,24.931284,2026-01-06 21:10:00,3,28,84.88,369,13.179,3.031,False
2026-01-07,2026-01-07 23:59:59,534,active,Helsinki,Finland,60.189848,24.927447,2026-01-07 20:30:00,6,34,105.375,455,13.382,3.099,False
2026-01-08,2026-01-08 23:59:59,534,active,Helsinki,Finland,60.189394,24.923041,2026-01-08 14:41:00,2,36,114.544,496,13.778,3.182,False
2026-01-09,2026-01-09 23:59:59,534,active,Helsinki,Finland,60.189446,24.92746,2026-01-09 20:41:00,7,43,140.043,610,14.186,3.257,False
2026-01-10,2026-01-10 23:59:59,534,active,Helsinki,Finland,60.185794,24.928961,2026-01-10 21:26:00,7,50,165.79,724,14.48,3.316,False
2026-01-11,2026-01-11 23:59:59,534,active,Helsinki,Finland,60.190827,24.934353,2026-01-11 12:37:00,5,55,192.842,840,15.273,3.506,False
2026-01-12,2026-01-12 23:59:59,534,active,Helsinki,Finland,60.192442,24.924104,2026-01-12 21:03:00,3,58,204.425,889,15.328,3.525,False
2026-01-13,2026-01-13 23:59:59,534,active,Helsinki,Finland,60.189554,24.935931,2026-01-13 18:30:00,3,61,213.558,929,15.23,3.501,False
2026-01-14,2026-01-14 23:59:59,534,active,Helsinki,Finland,60.188711,24.929924,2026-01-14 16:25:00,3,64,221.777,963,15.047,3.465,False
2026-01-15,2026-01-15 23:59:59,534,active,Helsinki,Finland,60.186434,24.929076,2026-01-15 20:25:00,5,69,239.276,1046,15.159,3.468,False
2026-01-16,2026-01-16 23:59:59,534,active,Helsinki,Finland,60.183731,24.925467,2026-01-16 20:26:00,3,72,249.451,1088,15.111,3.465,False
2026-01-17,2026-01-17 23:59:59,534,active,Helsinki,Finland,60.192547,24.929136,2026-01-17 22:47:00,7,79,269.998,1174,14.861,3.418,False
2026-01-18,2026-01-18 23:59:59,534,active,Helsinki,Finland,60.191059,24.932437,2026-01-18 18:18:00,4,83,285.733,1248,15.036,3.443,False
2026-01-19,2026-01-19 23:59:59,534,active,Helsinki,Finland,60.189681,24.927506,2026-01-19 16:25:00,4,87,295.889,1293,14.862,3.401,False
2026-01-20,2026-01-20 23:59:59,534,active,Helsinki,Finland,60.194001,24.931789,2026-01-20 22:11:00,5,92,309.629,1352,14.696,3.366,False
2026-01-21,2026-01-21 23:59:59,534,active,Helsinki,Finland,60.190407,24.927349,2026-01-21 17:30:00,3,95,316.266,1383,14.558,3.329,False
2026-01-22,2026-01-22 23:59:59,534,active,Helsinki,Finland,60.182476,24.926921,2026-01-22 21:45:00,3,98,325.294,1422,14.51,3.319,False
2026-01-23,2026-01-23 23:59:59,534,active,Helsinki,Finland,60.188775,24.929676,2026-01-23 20:41:00,5,103,342.623,1496,14.524,3.326,False
2026-01-24,2026-01-24 23:59:59,534,active,Helsinki,Finland,60.190649,24.933394,2026-01-24 22:42:00,5,108,361.36,1576,14.593,3.346,False
2026-01-25,2026-01-25 23:59:59,534,active,Helsinki,Finland,60.189207,24.93392,2026-01-25 19:30:00,2,110,367.485,1602,14.564,3.341,False
2026-01-26,2026-01-26 23:59:59,534,active,Helsinki,Finland,60.189528,24.932237,2026-01-26 17:30:00,7,117,388.539,1696,14.496,3.321,False
2026-01-27,2026-01-27 23:59:59,534,active,Helsinki,Finland,60.192547,24.930404,2026-01-27 20:25:00,5,122,410.237,1792,14.689,3.363,False
2026-01-28,2026-01-28 23:59:59,534,active,Helsinki,Finland,60.189282,24.926807,2026-01-28 20:10:00,5,127,425.638,1855,14.606,3.351,False
2026-01-29,2026-01-29 23:59:59,534,active,Helsinki,Finland,60.188791,24.932603,2026-01-29 20:23:00,3,130,438.607,1908,14.677,3.374,False
2026-01-30,2026-01-30 23:59:59,534,active,Helsinki,Finland,60.192348,24.932806,2026-01-30 16:42:00,6,136,453.089,1971,14.493,3.332,False
2026-01-31,2026-01-31 23:59:59,534,active,Helsinki,Finland,60.188718,24.92853,2026-01-31 21:20:00,5,141,461.168,2007,14.234,3.271,False
2026-02-01,2026-02-01 23:59:59,534,active,Helsinki,Finland,60.18735,24.928618,,0,141,461.168,2007,14.234,3.271,False
2026-01-01,2026-01-01 23:59:59,535,active,Helsinki,Finland,60.151792,24.97466,2026-01-01 22:05:00,6,6,21.384,91,15.167,3.564,False
2026-01-02,2026-01-02 23:59:59,535,active,Helsinki,Finland,60.150155,24.97058,2026-01-02 20:58:00,6,12,47.005,194,16.167,3.917,False
2026-01-03,2026-01-03 23:59:59,535,active,Helsinki,Finland,60.147162,24.972689,2026-01-03 17:59:00,2,14,50.336,210,15.0,3.595,False
2026-01-04,2026-01-04 23:59:59,535,active,Helsinki,Finland,60.151484,24.979695,2026-01-04 18:38:00,3,17,54.457,228,13.412,3.203,False
2026-01-05,2026-01-05 23:59:59,535,active,Helsinki,Finland,60.1417,24.970923,2026-01-05 20:01:00,3,20,66.475,285,14.25,3.324,False
2026-01-06,2026-01-06 23:59:59,535,active,Helsinki,Finland,60.148312,24.973704,2026-01-06 20:51:00,4,24,76.699,330,13.75,3.196,False
2026-01-07,2026-01-07 23:59:59,535,active,Helsinki,Finland,60.1464,24.975334,2026-01-07 15:29:00,3,27,88.833,382,14.148,3.29,False
2026-01-08,2026-01-08 23:59:59,535,active,Helsinki,Finland,60.152771,24.979831,2026-01-08 20:36:00,5,32,100.094,433,13.531,3.128,False
2026-01-09,2026-01-09 23:59:59,535,active,Helsinki,Finland,60.151453,24.979749,2026-01-09 21:53:00,6,38,121.077,520,13.684,3.186,False
2026-01-10,2026-01-10 23:59:59,535,active,Helsinki,Finland,60.147973,24.985376,2026-01-10 22:42:00,3,41,133.51,574,14.0,3.256,False
2026-01-11,2026-01-11 23:59:59,535,active,Helsinki,Finland,60.150158,24.980006,2026-01-11 18:17:00,3,44,143.19,616,14.0,3.254,False
2026-01-12,2026-01-12 23:59:59,535,active,Helsinki,Finland,60.151426,24.968783,2026-01-12 21:05:00,7,51,167.632,724,14.196,3.287,False
2026-01-13,2026-01-13 23:59:59,535,active,Helsinki,Finland,60.147358,24.968633,2026-01-13 22:18:00,6,57,194.446,837,14.684,3.411,False
2026-01-14,2026-01-14 23:59:59,535,active,Helsinki,Finland,60.145708,24.97217,2026-01-14 21:35:00,4,61,207.816,894,14.656,3.407,False
2026-01-15,2026-01-15 23:59:59,535,active,Helsinki,Finland,60.150677,24.961244,2026-01-15 16:15:00,2,63,216.591,929,14.746,3.438,False
2026-01-16,2026-01-16 23:59:59,535,active,Helsinki,Finland,60.1487,24.972264,2026-01-16 14:46:00,3,66,226.683,974,14.758,3.435,False
2026-01-17,2026-01-17 23:59:59,535,active,Helsinki,Finland,60.143542,24.975444,2026-01-17 17:21:00,6,72,247.834,1068,14.833,3.442,False
2026-01-18,2026-01-18 23:59:59,535,active,Helsinki,Finland,60.145806,24.96912,2026-01-18 21:03:00,4,76,262.423,1131,14.882,3.453,False
2026-01-19,2026-01-19 23:59:59,535,active,Helsinki,Finland,60.148549,24.962663,2026-01-19 21:20:00,7,83,281.033,1212,14.602,3.386,False
2026-01-20,2026-01-20 23:59:59,535,active,Helsinki,Finland,60.151495,24.975667,2026-01-20 21:38:00,5,88,293.864,1266,14.386,3.339,False
2026-01-21,2026-01-21 23:59:59,535,active,Helsinki,Finland,60.151424,24.974678,2026-01-21 14:10:00,4,92,309.79,1337,14.533,3.367,False
2026-01-22,2026-01-22 23:59:59,535,active,Helsinki,Finland,60.145973,24.971168,2026-01-22 19:00:00,2,94,315.873,1362,14.489,3.36,False
2026-01-23,2026-01-23 23:59:59,535,active,Helsinki,Finland,60.138223,24.978357,2026-01-23 22:48:00,4,98,333.587,1440,14.694,3.404,False
2026-01-24,2026-01-24 23:59:59,535,active,Helsinki,Finland,60.148672,24.980829,2026-01-24 10:26:00,4,102,347.505,1500,14.706,3.407,False
2026-01-25,2026-01-25 23:59:59,535,active,Helsinki,Finland,60.154859,24.965955,2026-01-25 14:56:00,3,105,355.557,1537,14.638,3.386,False
2026-01-26,2026-01-26 23:59:59,535,active,Helsinki,Finland,60.14757,24.977299,2026-01-26 22:55:00,3,108,363.049,1569,14.528,3.362,False
2026-01-27,2026-01-27 23:59:59,535,active,Helsinki,Finland,60.151534,24.97508,2026-01-27 21:21:00,3,111,375.486,1622,14.613,3.383,False
2026-01-28,2026-01-28 23:59:59,535,active,Helsinki,Finland,60.154623,24.969021,2026-01-28 20:36:00,5,116,393.928,1700,14.655,3.396,False
2026-01-29,2026-01-29 23:59:59,535,active,Helsinki,Finland,60.148723,24.968635,2026-01-29 19:42:00,7,123,412.433,1779,14.463,3.353,False
2026-01-30,2026-01-30 23:59:59,535,active,Helsinki,Finland,60.148151,24.981542,2026-01-30 22:52:00,5,128,429.605,1852,14.469,3.356,False
2026-01-31,2026-01-31 23:59:59,535,active,Helsinki,Finland,60.145029,24.973057,2026-01-31 14:53:00,4,132,444.974,1921,14.553,3.371,False
2026-02-01,2026-02-01 23:59:59,535,active,Helsinki,Finland,60.147667,24.971249,,0,132,444.974,1921,14.553,3.371,False
2026-01-01,2026-01-01 23:59:59,536,active,Helsinki,Finland,60.152934,24.958317,2026-01-01 15:09:00,2,2,4.35,18,9.0,2.175,False
2026-01-02,2026-01-02 23:59:59,536,active,Helsinki,Finland,60.158353,24.954626,2026-01-02 21:14:00,5,7,15.259,66,9.429,2.18,False
2026-01-03,2026-01-03 23:59:59,536,active,Helsinki,Finland,60.154557,24.949643,2026-01-03 19:22:00,3,10,25.546,107,10.7,2.555,False
2026-01-04,2026-01-04 23:59:59,536,active,Helsinki,Finland,60.152111,24.960171,2026-01-04 18:57:00,4,14,43.884,182,13.0,3.135,False
2026-01-05,2026-01-05 23:59:59,536,active,Helsinki,Finland,60.154724,24.95292,2026-01-05 21:05:00,5,19,60.745,253,13.316,3.197,False
2026-01-06,2026-01-06 23:59:59,536,active,Helsinki,Finland,60.158185,24.950926,2026-01-06 21:38:00,4,23,74.109,312,13.565,3.222,False
2026-01-07,2026-01-07 23:59:59,536,active,Helsinki,Finland,60.155463,24.953115,2026-01-07 20:39:00,5,28,89.951,382,13.643,3.213,False
2026-01-08,2026-01-08 23:59:59,536,active,Helsinki,Finland,60.15614,24.956155,2026-01-08 14:46:00,2,30,97.485,417,13.9,3.25,False
2026-01-09,2026-01-09 23:59:59,536,active,Helsinki,Finland,60.155085,24.958539,2026-01-09 21:29:00,6,36,113.576,486,13.5,3.155,False
2026-01-10,2026-01-10 23:59:59,536,active,Helsinki,Finland,60.160045,24.953881,2026-01-10 14:51:00,6,42,138.157,592,14.095,3.289,False
2026-01-11,2026-01-11 23:59:59,536,active,Helsinki,Finland,60.159743,24.955824,2026-01-11 22:41:00,6,48,147.863,635,13.229,3.08,False
2026-01-12,2026-01-12 23:59:59,536,active,Helsinki,Finland,60.160469,24.959186,2026-01-12 15:29:00,2,50,158.925,684,13.68,3.178,False
2026-01-13,2026-01-13 23:59:59,536,active,Helsinki,Finland,60.156654,24.955993,2026-01-13 11:43:00,3,53,166.816,719,13.566,3.147,False
2026-01-14,2026-01-14 23:59:59,536,active,Helsinki,Finland,60.155253,24.953431,2026-01-14 17:10:00,4,57,181.884,788,13.825,3.191,False
2026-01-15,2026-01-15 23:59:59,536,active,Helsinki,Finland,60.155347,24.95335,2026-01-15 19:51:00,5,62,198.566,863,13.919,3.203,False
2026-01-16,2026-01-16 23:59:59,536,active,Helsinki,Finland,60.153752,24.962719,2026-01-16 20:07:00,7,69,231.388,1003,14.536,3.353,False
2026-01-17,2026-01-17 23:59:59,536,active,Helsinki,Finland,60.155571,24.955447,2026-01-17 13:15:00,2,71,239.324,1036,14.592,3.371,False
2026-01-18,2026-01-18 23:59:59,536,active,Helsinki,Finland,60.160717,24.954626,2026-01-18 21:44:00,5,76,250.071,1083,14.25,3.29,False
2026-01-19,2026-01-19 23:59:59,536,active,Helsinki,Finland,60.156529,24.959346,2026-01-19 19:19:00,4,80,259.187,1122,14.025,3.24,False
2026-01-20,2026-01-20 23:59:59,536,active,Helsinki,Finland,60.157424,24.95712,2026-01-20 15:36:00,2,82,266.695,1153,14.061,3.252,False
2026-01-21,2026-01-21 23:59:59,536,active,Helsinki,Finland,60.153063,24.955924,2026-01-21 19:37:00,3,85,280.724,1216,14.306,3.303,False
2026-01-22,2026-01-22 23:59:59,536,active,Helsinki,Finland,60.155388,24.958576,2026-01-22 22:19:00,7,92,297.6,1291,14.033,3.235,False
2026-01-23,2026-01-23 23:59:59,536,active,Helsinki,Finland,60.153733,24.953372,2026-01-23 14:52:00,3,95,306.438,1330,14.0,3.226,False
2026-01-24,2026-01-24 23:59:59,536,active,Helsinki,Finland,60.147214,24.954489,2026-01-24 12:24:00,2,97,312.54,1357,13.99,3.222,False
2026-01-25,2026-01-25 23:59:59,536,active,Helsinki,Finland,60.160502,24.95296,2026-01-25 17:12:00,4,101,325.912,1411,13.97,3.227,False
2026-01-26,2026-01-26 23:59:59,536,active,Helsinki,Finland,60.155832,24.9531,2026-01-26 20:06:00,4,105,334.19,1446,13.771,3.183,False
2026-01-27,2026-01-27 23:59:59,536,active,Helsinki,Finland,60.151407,24.954256,2026-01-27 13:22:00,4,109,349.164,1514,13.89,3.203,False
2026-01-28,2026-01-28 23:59:59,536,active,Helsinki,Finland,60.150831,24.954537,2026-01-28 13:44:00,4,113,364.522,1577,13.956,3.226,False
2026-01-29,2026-01-29 23:59:59,536,active,Helsinki,Finland,60.158106,24.957896,2026-01-29 18:30:00,4,117,379.343,1639,14.009,3.242,False
2026-01-30,2026-01-30 23:59:59,536,active,Helsinki,Finland,60.153761,24.960455,2026-01-30 22:55:00,5,122,395.72,1712,14.033,3.244,False
2026-01-31,2026-01-31 23:59:59,536,active,Helsinki,Finland,60.152199,24.951984,2026-01-31 18:17:00,3,125,407.259,1764,14.112,3.258,False
2026-02-01,2026-02-01 23:59:59,536,active,Helsinki,Finland,60.154714,24.954079,,0,125,407.259,1764,14.112,3.258,False
2026-01-01,2026-01-01 23:59:59,537,active,Helsinki,Finland,60.149544,24.930314,2026-01-01 22:20:00,4,4,7.158,30,7.5,1.79,False
2026-01-02,2026-01-02 23:59:59,537,active,Helsinki,Finland,60.147551,24.927587,2026-01-02 22:37:00,7,11,34.917,150,13.636,3.174,False
2026-01-03,2026-01-03 23:59:59,537,active,Helsinki,Finland,60.155226,24.92663,2026-01-03 14:33:00,4,15,44.089,191,12.733,2.939,False
2026-01-04,2026-01-04 23:59:59,537,active,Helsinki,Finland,60.150001,24.927026,2026-01-04 20:35:00,3,18,53.696,231,12.833,2.983,False
2026-01-05,2026-01-05 23:59:59,537,active,Helsinki,Finland,60.15284,24.920868,2026-01-05 18:37:00,3,21,65.572,283,13.476,3.122,False
2026-01-06,2026-01-06 23:59:59,537,active,Helsinki,Finland,60.14857,24.927372,2026-01-06 20:45:00,5,26,78.941,337,12.962,3.036,False
2026-01-07,2026-01-07 23:59:59,537,active,Helsinki,Finland,60.1486,24.926837,2026-01-07 22:08:00,7,33,102.899,445,13.485,3.118,False
2026-01-08,2026-01-08 23:59:59,537,active,Helsinki,Finland,60.155863,24.928781,2026-01-08 18:59:00,2,35,112.147,485,13.857,3.204,False
2026-01-09,2026-01-09 23:59:59,537,active,Helsinki,Finland,60.148405,24.928697,2026-01-09 18:44:00,3,38,122.351,530,13.947,3.22,False
2026-01-10,2026-01-10 23:59:59,537,active,Helsinki,Finland,60.146463,24.924718,2026-01-10 22:54:00,7,45,143.446,621,13.8,3.188,False
2026-01-11,2026-01-11 23:59:59,537,active,Helsinki,Finland,60.150423,24.921896,2026-01-11 18:18:00,4,49,157.066,684,13.959,3.205,False
2026-01-12,2026-01-12 23:59:59,537,active,Helsinki,Finland,60.153661,24.926602,2026-01-12 22:02:00,3,52,163.413,711,13.673,3.143,False
2026-01-13,2026-01-13 23:59:59,537,active,Helsinki,Finland,60.151504,24.924906,2026-01-13 22:29:00,2,54,169.383,737,13.648,3.137,False
2026-01-14,2026-01-14 23:59:59,537,active,Helsinki,Finland,60.145477,24.927569,2026-01-14 21:32:00,6,60,192.165,832,13.867,3.203,False
2026-01-15,2026-01-15 23:59:59,537,active,Helsinki,Finland,60.147764,24.930516,2026-01-15 15:41:00,2,62,197.502,857,13.823,3.186,False
2026-01-16,2026-01-16 23:59:59,537,active,Helsinki,Finland,60.149175,24.920087,2026-01-16 20:50:00,7,69,224.896,970,14.058,3.259,False
2026-01-17,2026-01-17 23:59:59,537,active,Helsinki,Finland,60.147804,24.926012,2026-01-17 17:47:00,4,73,233.542,1009,13.822,3.199,False
2026-01-18,2026-01-18 23:59:59,537,active,Helsinki,Finland,60.154271,24.932707,2026-01-18 11:30:00,4,77,248.427,1070,13.896,3.226,False
2026-01-19,2026-01-19 23:59:59,537,active,Helsinki,Finland,60.149437,24.923951,2026-01-19 21:39:00,2,79,254.873,1097,13.886,3.226,False
2026-01-20,2026-01-20 23:59:59,537,active,Helsinki,Finland,60.156744,24.925882,2026-01-20 18:35:00,3,82,263.429,1134,13.829,3.213,False
2026-01-21,2026-01-21 23:59:59,537,active,Helsinki,Finland,60.152167,24.932053,2026-01-21 22:21:00,6,88,290.579,1257,14.284,3.302,False
2026-01-22,2026-01-22 23:59:59,537,active,Helsinki,Finland,60.150303,24.928403,2026-01-22 20:07:00,5,93,300.622,1297,13.946,3.232,False
2026-01-23,2026-01-23 23:59:59,537,active,Helsinki,Finland,60.150964,24.921718,2026-01-23 22:16:00,7,100,323.348,1393,13.93,3.233,False
2026-01-24,2026-01-24 23:59:59,537,active,Helsinki,Finland,60.149029,24.921559,2026-01-24 11:41:00,4,104,331.734,1429,13.74,3.19,False
2026-01-25,2026-01-25 23:59:59,537,active,Helsinki,Finland,60.147799,24.925117,2026-01-25 22:06:00,6,110,355.913,1524,13.855,3.236,False
2026-01-26,2026-01-26 23:59:59,537,active,Helsinki,Finland,60.149291,24.92291,2026-01-26 22:10:00,7,117,377.476,1620,13.846,3.226,False
2026-01-27,2026-01-27 23:59:59,537,active,Helsinki,Finland,60.157174,24.925792,2026-01-27 22:21:00,4,121,390.707,1672,13.818,3.229,False
2026-01-28,2026-01-28 23:59:59,537,active,Helsinki,Finland,60.155477,24.929164,2026-01-28 14:04:00,2,123,397.08,1701,13.829,3.228,False
2026-01-29,2026-01-29 23:59:59,537,active,Helsinki,Finland,60.149123,24.926316,2026-01-29 22:13:00,5,128,410.019,1760,13.75,3.203,False
2026-01-30,2026-01-30 23:59:59,537,active,Helsinki,Finland,60.155125,24.924309,2026-01-30 21:20:00,5,133,429.713,1844,13.865,3.231,False
2026-01-31,2026-01-31 23:59:59,537,active,Helsinki,Finland,60.153916,24.922688,2026-01-31 22:11:00,2,135,435.119,1868,13.837,3.223,False
2026-02-01,2026-02-01 23:59:59,537,active,Helsinki,Finland,60.144611,24.924688,,0,135,435.119,1868,13.837,3.223,False
2026-01-01,2026-01-01 23:59:59,538,active,Helsinki,Finland,60.154102,24.920948,2026-01-01 23:00:00,7,7,21.137,89,12.714,3.02,False
2026-01-02,2026-01-02 23:59:59,538,active,Helsinki,Finland,60.150742,24.920712,2026-01-02 22:21:00,6,13,35.86,151,11.615,2.758,False
2026-01-03,2026-01-03 23:59:59,538,active,Helsinki,Finland,60.153749,24.921116,2026-01-03 13:19:00,4,17,45.647,194,11.412,2.685,False
2026-01-04,2026-01-04 23:59:59,538,active,Helsinki,Finland,60.158219,24.920279,2026-01-04 21:47:00,5,22,66.27,287,13.045,3.012,False
2026-01-05,2026-01-05 23:59:59,538,active,Helsinki,Finland,60.151713,24.921269,2026-01-05 20:58:00,4,26,72.916,316,12.154,2.804,False
2026-01-06,2026-01-06 23:59:59,538,active,Helsinki,Finland,60.153797,24.914361,2026-01-06 18:29:00,6,32,94.755,415,12.969,2.961,False
2026-01-07,2026-01-07 23:59:59,538,active,Helsinki,Finland,60.161695,24.921065,2026-01-07 22:45:00,6,38,110.992,487,12.816,2.921,False
2026-01-08,2026-01-08 23:59:59,538,active,Helsinki,Finland,60.153701,24.921546,2026-01-08 18:19:00,2,40,113.288,497,12.425,2.832,False
2026-01-09,2026-01-09 23:59:59,538,active,Helsinki,Finland,60.156169,24.92731,2026-01-09 19:36:00,6,46,132.056,578,12.565,2.871,False
2026-01-10,2026-01-10 23:59:59,538,active,Helsinki,Finland,60.152688,24.92351,2026-01-10 22:11:00,6,52,153.57,670,12.885,2.953,False
2026-01-11,2026-01-11 23:59:59,538,active,Helsinki,Finland,60.159142,24.922776,2026-01-11 22:40:00,5,57,165.685,728,12.772,2.907,False
2026-01-12,2026-01-12 23:59:59,538,active,Helsinki,Finland,60.155561,24.915481,2026-01-12 17:02:00,2,59,167.495,737,12.492,2.839,False
2026-01-13,2026-01-13 23:59:59,538,active,Helsinki,Finland,60.15578,24.919022,2026-01-13 22:15:00,3,62,171.228,752,12.129,2.762,False
2026-01-14,2026-01-14 23:59:59,538,active,Helsinki,Finland,60.157418,24.921171,2026-01-14 20:26:00,3,65,184.446,811,12.477,2.838,False
2026-01-15,2026-01-15 23:59:59,538,active,Helsinki,Finland,60.149034,24.920915,2026-01-15 21:49:00,7,72,211.371,923,12.819,2.936,False
2026-01-16,2026-01-16 23:59:59,538,active,Helsinki,Finland,60.155973,24.924118,2026-01-16 20:24:00,4,76,227.289,991,13.039,2.991,False
2026-01-17,2026-01-17 23:59:59,538,active,Helsinki,Finland,60.158529,24.922444,2026-01-17 21:47:00,7,83,248.779,1091,13.145,2.997,False
2026-01-18,2026-01-18 23:59:59,538,active,Helsinki,Finland,60.159227,24.919311,2026-01-18 22:22:00,6,89,275.608,1200,13.483,3.097,False
2026-01-19,2026-01-19 23:59:59,538,active,Helsinki,Finland,60.156796,24.925073,2026-01-19 16:22:00,4,93,287.848,1255,13.495,3.095,False
2026-01-20,2026-01-20 23:59:59,538,active,Helsinki,Finland,60.157912,24.917263,2026-01-20 20:13:00,3,96,299.754,1303,13.573,3.122,False
2026-01-21,2026-01-21 23:59:59,538,active,Helsinki,Finland,60.157615,24.920865,2026-01-21 18:06:00,2,98,303.784,1321,13.48,3.1,False
2026-01-22,2026-01-22 23:59:59,538,active,Helsinki,Finland,60.159394,24.921803,2026-01-22 22:37:00,7,105,328.322,1426,13.581,3.127,False
2026-01-23,2026-01-23 23:59:59,538,active,Helsinki,Finland,60.152183,24.923485,2026-01-23 22:50:00,6,111,343.936,1494,13.459,3.099,False
2026-01-24,2026-01-24 23:59:59,538,active,Helsinki,Finland,60.156515,24.916802,2026-01-24 20:46:00,5,116,360.296,1570,13.534,3.106,False
2026-01-25,2026-01-25 23:59:59,538,active,Helsinki,Finland,60.153755,24.916572,2026-01-25 12:19:00,2,118,366.285,1594,13.508,3.104,False
2026-01-26,2026-01-26 23:59:59,538,active,Helsinki,Finland,60.150534,24.914041,2026-01-26 19:55:00,7,125,384.061,1672,13.376,3.072,False
2026-01-27,2026-01-27 23:59:59,538,active,Helsinki,Finland,60.152606,24.923388,2026-01-27 18:00:00,2,127,390.769,1703,13.409,3.077,False
2026-01-28,2026-01-28 23:59:59,538,active,Helsinki,Finland,60.14863,24.917057,2026-01-28 19:44:00,5,132,404.866,1763,13.356,3.067,False
2026-01-29,2026-01-29 23:59:59,538,active,Helsinki,Finland,60.153961,24.917301,2026-01-29 18:57:00,5,137,420.666,1828,13.343,3.071,False
2026-01-30,2026-01-30 23:59:59,538,active,Helsinki,Finland,60.153165,24.917746,2026-01-30 12:12:00,2,139,429.142,1860,13.381,3.087,False
2026-01-31,2026-01-31 23:59:59,538,active,Helsinki,Finland,60.154192,24.927379,2026-01-31 21:16:00,4,143,436.394,1893,13.238,3.052,False
2026-02-01,2026-02-01 23:59:59,538,active,Helsinki,Finland,60.154712,24.91443,,0,143,436.394,1893,13.238,3.052,False
2026-01-01,2026-01-01 23:59:59,539,active,Helsinki,Finland,60.204693,24.913482,2026-01-01 20:47:00,5,5,25.548,104,20.8,5.11,False
2026-01-02,2026-01-02 23:59:59,539,active,Helsinki,Finland,60.205185,24.919437,2026-01-02 16:46:00,5,10,39.227,166,16.6,3.923,False
2026-01-03,2026-01-03 23:59:59,539,active,Helsinki,Finland,60.199633,24.917093,2026-01-03 19:07:00,5,15,49.921,215,14.333,3.328,False
2026-01-04,2026-01-04 23:59:59,539,active,Helsinki,Finland,60.20386,24.914816,2026-01-04 18:33:00,6,21,75.382,329,15.667,3.59,False
2026-01-05,2026-01-05 23:59:59,539,active,Helsinki,Finland,60.210142,24.911205,2026-01-05 21:13:00,6,27,94.798,408,15.111,3.511,False
2026-01-06,2026-01-06 23:59:59,539,active,Helsinki,Finland,60.203765,24.918501,2026-01-06 19:08:00,6,33,110.243,477,14.455,3.341,False
2026-01-07,2026-01-07 23:59:59,539,active,Helsinki,Finland,60.206005,24.92157,2026-01-07 15:51:00,2,35,118.093,512,14.629,3.374,False
2026-01-08,2026-01-08 23:59:59,539,active,Helsinki,Finland,60.202272,24.91981,2026-01-08 15:44:00,5,40,134.778,587,14.675,3.369,False
2026-01-09,2026-01-09 23:59:59,539,active,Helsinki,Finland,60.206227,24.920681,2026-01-09 22:45:00,5,45,159.74,692,15.378,3.55,False
2026-01-10,2026-01-10 23:59:59,539,active,Helsinki,Finland,60.207033,24.922409,2026-01-10 22:56:00,2,47,167.882,732,15.574,3.572,False
2026-01-11,2026-01-11 23:59:59,539,active,Helsinki,Finland,60.198941,24.919195,2026-01-11 17:49:00,2,49,173.114,753,15.367,3.533,False
2026-01-12,2026-01-12 23:59:59,539,active,Helsinki,Finland,60.205887,24.918345,2026-01-12 22:21:00,7,56,197.603,856,15.286,3.529,False
2026-01-13,2026-01-13 23:59:59,539,active,Helsinki,Finland,60.200082,24.923236,2026-01-13 17:09:00,6,62,221.094,956,15.419,3.566,False
2026-01-14,2026-01-14 23:59:59,539,active,Helsinki,Finland,60.205002,24.915647,2026-01-14 12:44:00,5,67,237.05,1029,15.358,3.538,False
2026-01-15,2026-01-15 23:59:59,539,active,Helsinki,Finland,60.205701,24.924031,2026-01-15 19:41:00,4,71,248.364,1079,15.197,3.498,False
2026-01-16,2026-01-16 23:59:59,539,active,Helsinki,Finland,60.210596,24.916599,2026-01-16 11:30:00,4,75,255.878,1112,14.827,3.412,False
